NOMCODE;QTY;PART NUMBER;FABRICANT;PART DESC;REFERENCE;VALUE;TENSION;TOLE;NOTE
619-0100;1;;Vishay;Résistance CMS 0402;R379;100R;;1%;
619-1047;1;;Vishay;Résistance CMS 0402;R380;4.7k;;1%;
619-0330;1;;Vishay;Résistance CMS 0402;R381;330R;;1%;
619-0820;1;;Vishay;Résistance CMS 0402;R382;820R;;1%;
619-1510;1;;Vishay;Résistance CMS 0402;R383;51k;;1%;
250-0112;1;MicroSMD010F-2;Raychem;Fusible PolySwitch;R384;100mA;;;
619-0820;1;;Vishay;Résistance CMS 0402;R385;820R;;1%;
619-0820;1;;Vishay;Résistance CMS 0402;R386;820R;;1%;
619-1047;1;;Vishay;Résistance CMS 0402;R387;4.7k;;1%;
619-0000;1;;Vishay;Résistance CMS 0402;R388;0R;;1%;
619-0330;1;;Vishay;Résistance CMS 0402;R389;330R;;1%;
615-0047;1;;Vishay;Résistance CMS 0603;R390;4.7R;;1%;
615-0000;1;;Vishay;Résistance CMS 0603;R391;0R;;1%;
640-0220;1;;Vishay;Résistance CMS 0402;R392;220R;;0.1%-25ppm/°C;
640-1210;1;;Vishay;Résistance CMS 0402;R393;1.21k;;0.1%-25ppm/°C;
619-1022;1;;Vishay;Résistance CMS 0402;R394;2.2k;;1%;
619-1047;1;;Vishay;Résistance CMS 0402;R395;4.7k;;1%;
615-1000;1;;Vishay;Résistance CMS 0603;R396;100R;;1%;
619-0000;1;;Vishay;Résistance CMS 0402;R397;0R;;1%;
640-0220;1;;Vishay;Résistance CMS 0402;R398;220R;;0.1%-25ppm/°C;
640-0220;1;;Vishay;Résistance CMS 0402;R399;220R;;0.1%-25ppm/°C;
402-0474;1;BCN104AB220J;BI Technologies;Réseau résistif boitier 0804;R400;22R;;;
640-0220;1;;Vishay;Résistance CMS 0402;R401;220R;;0.1%-25ppm/°C;
619-0022;1;;Vishay;Résistance CMS 0402;R402;22R;;1%;
619-1100;1;;Vishay;Résistance CMS 0402;R403;10k;;1%;
630-0330;1;;Vishay;Résistance CMS 0603;R404;33R;;0.1%-25ppm/°C;Farnell : 432945
619-0022;1;;Vishay;Résistance CMS 0402;R405;22R;;1%;
619-1047;1;;Vishay;Résistance CMS 0402;R406;4.7k;;1%;
619-1082;1;;Vishay;Résistance CMS 0402;R407;8.2k;;1%;
619-0000;1;;Vishay;Résistance CMS 0402;R408;0R;;1%;
619-0000;1;;Vishay;Résistance CMS 0402;R409;0R;;1%;
619-0022;1;;Vishay;Résistance CMS 0402;R410;22R;;1%;
402-0474;1;BCN104AB220J;BI Technologies;Réseau résistif boitier 0804;R411;22R;;;
402-0474;1;BCN104AB220J;BI Technologies;Réseau résistif boitier 0804;R412;22R;;;
619-1100;1;;Vishay;Résistance CMS 0402;R413;10k;;1%;
619-0022;1;;Vishay;Résistance CMS 0402;R414;22R;;1%;
619-0022;1;;Vishay;Résistance CMS 0402;R415;22R;;1%;
619-0049;1;;Vishay;Résistance CMS 0402;R416;49.9R;;1%;
619-0620;1;;Vishay;Résistance CMS 0402;R417;620R;;1%;
619-0022;1;;Vishay;Résistance CMS 0402;R418;22R;;1%;
619-0049;1;;Vishay;Résistance CMS 0402;R419;49.9R;;1%;
619-1510;1;;Vishay;Résistance CMS 0402;R420;51k;;1%;
619-0022;1;;Vishay;Résistance CMS 0402;R421;22R;;1%;
615-0000;1;;Vishay;Résistance CMS 0603;R422;0R;;1%;
619-1100;1;;Vishay;Résistance CMS 0402;R423;10k;;1%;
619-0012;1;;Vishay;Résistance CMS 0402;R424;12R;;1%;
402-0475;1;BCN104AB472J;BI Technologies;Réseau résistif boitier 0804;R425;4.7k;;;
619-0000;1;;Vishay;Résistance CMS 0402;R426;0R;;1%;
619-1100;1;;Vishay;Résistance CMS 0402;R427;10k;;1%;
619-0012;1;;Vishay;Résistance CMS 0402;R428;12R;;1%;
619-0022;1;;Vishay;Résistance CMS 0402;R429;22R;;1%;
619-1047;1;;Vishay;Résistance CMS 0402;R430;4.7k;;1%;
619-0000;1;;Vishay;Résistance CMS 0402;R431;0R;;1%;
619-1100;1;;Vishay;Résistance CMS 0402;R432;10k;;1%;
402-0475;1;BCN104AB472J;BI Technologies;Réseau résistif boitier 0804;R433;4.7k;;;
619-0022;1;;Vishay;Résistance CMS 0402;R434;22R;;1%;
619-1100;1;;Vishay;Résistance CMS 0402;R435;10k;;1%;
619-0022;1;;Vishay;Résistance CMS 0402;R436;22R;;1%;
SANS;1;;Vishay;Résistance CMS 0402;R437;NC;;1%;
619-1100;1;;Vishay;Résistance CMS 0402;R438;10k;;1%;
619-1100;1;;Vishay;Résistance CMS 0402;R439;10k;;1%;
619-0820;1;;Vishay;Résistance CMS 0402;R440;820R;;1%;
619-1510;1;;Vishay;Résistance CMS 0402;R441;51k;;1%;
619-0000;1;;Vishay;Résistance CMS 0402;R442;0R;;1%;
250-0112;1;MicroSMD010F-2;Raychem;Fusible PolySwitch;R443;100mA;;;
619-0000;1;;Vishay;Résistance CMS 0402;R444;0R;;1%;
619-1100;1;;Vishay;Résistance CMS 0402;R445;10k;;1%;
619-0010;1;;Vishay;Résistance CMS 0402;R446;10R;;1%;
619-0820;1;;Vishay;Résistance CMS 0402;R447;820R;;1%;
619-1510;1;;Vishay;Résistance CMS 0402;R448;51k;;1%;
402-0476;1;BCN104AB103J;BI Technologies;Réseau résistif boitier 0804;R449;10k;;;
619-0120;1;;Vishay;Résistance CMS 0402;R450;120R;;1%;
619-0470;1;;Vishay;Résistance CMS 0402;R451;470R;;1%;
619-0470;1;;Vishay;Résistance CMS 0402;R452;470R;;1%;
619-0470;1;;Vishay;Résistance CMS 0402;R453;470R;;1%;
619-0470;1;;Vishay;Résistance CMS 0402;R454;470R;;1%;
619-0820;1;;Vishay;Résistance CMS 0402;R455;820R;;1%;
619-1047;1;;Vishay;Résistance CMS 0402;R456;4.7k;;1%;
619-0120;1;;Vishay;Résistance CMS 0402;R457;120R;;1%;
619-0820;1;;Vishay;Résistance CMS 0402;R458;820R;;1%;
619-0120;1;;Vishay;Résistance CMS 0402;R459;120R;;1%;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U1;;;;
331-0228;1;LT1970CFE#PBF;Linear Technology;Ampli op 500mA avec limitation de courant;U2;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U3;;;;
315-0390;1;ADG408BRZ;Analog Devices;Multiplexeur Analogique 8 voies;U4;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U5;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U6;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U7;;;;
331-0211;1;LM7171AIM/NOPB;National Semiconductor;Ampli op, haute vitesse, fort courant de sortie;U8;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U9;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U10;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U11;;;;
290-0030;1;DAC7554IDGS;Texas Instruments;Quadruple DAC 12 bits;U12;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U13;;;;
140-0215;1;AD8055ARZ;Analog Devices;Low Cost, 300MHz Voltage Feedback Amplifier;U14;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U15;;;;
331-0246;1;LT1354CS8;Linear Technology;Ampli Opérationel 12MHz - 400V/µs;U16;;;;
285-0133;1;MAX4659EUA+;Maxim;Switch analogique SPDT;U17;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U18;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U19;;;;
140-0215;1;AD8055ARZ;Analog Devices;Low Cost, 300MHz Voltage Feedback Amplifier;U20;;;;
140-0212;1;AD9762ARUZ;Analog Devices;12 Bit, 100MSPS+, TxDAC Compatible D/A Converter;U21;;;;
140-0215;1;AD8055ARZ;Analog Devices;Low Cost, 300MHz Voltage Feedback Amplifier;U22;;;;
331-0228;1;LT1970CFE#PBF;Linear Technology;Ampli op 500mA avec limitation de courant;U23;;;;
285-0133;1;MAX4659EUA+;Maxim;Switch analogique SPDT;U24;;;;
331-0230;1;LT1719IS8#PBF;Linear Technology;Comparateur 3-5V rail to rail;U25;;;;
315-0390;1;ADG408BRZ;Analog Devices;Multiplexeur Analogique 8 voies;U26;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U27;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U28;;;;
331-0211;1;LM7171AIM/NOPB;National Semiconductor;Ampli op, haute vitesse, fort courant de sortie;U29;;;;
140-0215;1;AD8055ARZ;Analog Devices;Low Cost, 300MHz Voltage Feedback Amplifier;U30;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U31;;;;
331-0230;1;LT1719IS8#PBF;Linear Technology;Comparateur 3-5V rail to rail;U32;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U33;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U34;;;;
290-0030;1;DAC7554IDGS;Texas Instruments;Quadruple DAC 12 bits;U35;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U36;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U37;;;;
331-0246;1;LT1354CS8;Linear Technology;Ampli Opérationel 12MHz - 400V/µs;U38;;;;
135-0132;1;ISP1760BE;Philips;Contrôleur HOST USB 2.0;U39;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U40;;;;
140-0215;1;AD8055ARZ;Analog Devices;Low Cost, 300MHz Voltage Feedback Amplifier;U41;;;;
331-0230;1;LT1719IS8#PBF;Linear Technology;Comparateur 3-5V rail to rail;U42;;;;
331-0228;1;LT1970CFE#PBF;Linear Technology;Ampli op 500mA avec limitation de courant;U43;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U44;;;;
330-0387;1;24LC64I/SNG;Microchip;EEPROM I2C 64K;U45;;;;
315-0390;1;ADG408BRZ;Analog Devices;Multiplexeur Analogique 8 voies;U46;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U47;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U48;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U49;;;;
330-0460;1;ZR40401F50;Zetex;Tension de référence de précision;U50;5V;;;
331-0211;1;LM7171AIM/NOPB;National Semiconductor;Ampli op, haute vitesse, fort courant de sortie;U51;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U52;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U53;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U54;;;;
290-0030;1;DAC7554IDGS;Texas Instruments;Quadruple DAC 12 bits;U55;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U56;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U57;;;;
331-0246;1;LT1354CS8;Linear Technology;Ampli Opérationel 12MHz - 400V/µs;U58;;;;
140-0215;1;AD8055ARZ;Analog Devices;Low Cost, 300MHz Voltage Feedback Amplifier;U59;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U60;;;;
285-0133;1;MAX4659EUA+;Maxim;Switch analogique SPDT;U61;;;;
140-0371;1;AD8130ARMZ;Analog Devices;Amplificateur différentiel haute vitesse;U62;;;;
140-0440;1;AD8066ARZ;Analog Devices;Double Op -145 MHz- FastFet;U63;;;;
331-0232;1;LT1880CS5#PBF;Linear Technology;Ampli opérationel de précision;U64;;;;
285-0133;1;MAX4659EUA+;Maxim;Switch analogique SPDT;U65;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U66;;;;
331-0239;1;LT1959IS8#PBF;Linear Technology;Régulateur à découpage 4.5 A, 500 kHz;U67;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U68;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U69;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U70;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U71;;;;
315-0390;1;ADG408BRZ;Analog Devices;Multiplexeur Analogique 8 voies;U72;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U73;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U74;;;;
140-0450;1;AD8137YRZ;Analog Devices;Amplificateur différentiel haute vitesse Low power;U75;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U76;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U77;;;;
140-0291;1;AD9214BRSZ-65;Analog Devices;ADC 10 bits, 65 MSPS, 3.3V;U78;;;;
331-0223;1;LT1112S8#PBF;Linear Technology;Double AOP de précision;U79;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U80;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U81;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U82;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U83;;;;
140-0215;1;AD8055ARZ;Analog Devices;Low Cost, 300MHz Voltage Feedback Amplifier;U84;;;;
140-0450;1;AD8137YRZ;Analog Devices;Amplificateur différentiel haute vitesse Low power;U85;;;;
140-0212;1;AD9762ARUZ;Analog Devices;12 Bit, 100MSPS+, TxDAC Compatible D/A Converter;U86;;;;
140-0291;1;AD9214BRSZ-65;Analog Devices;ADC 10 bits, 65 MSPS, 3.3V;U87;;;;
140-0371;1;AD8130ARMZ;Analog Devices;Amplificateur différentiel haute vitesse;U88;;;;
140-0440;1;AD8066ARZ;Analog Devices;Double Op -145 MHz- FastFet;U89;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U90;;;;
331-0232;1;LT1880CS5#PBF;Linear Technology;Ampli opérationel de précision;U91;;;;
285-0133;1;MAX4659EUA+;Maxim;Switch analogique SPDT;U92;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U93;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U94;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U95;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U96;;;;
315-0390;1;ADG408BRZ;Analog Devices;Multiplexeur Analogique 8 voies;U97;;;;
140-0215;1;AD8055ARZ;Analog Devices;Low Cost, 300MHz Voltage Feedback Amplifier;U98;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U99;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U100;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U101;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U102;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U103;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U104;;;;
331-0223;1;LT1112S8#PBF;Linear Technology;Double AOP de précision;U105;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U106;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U107;;;;
140-0215;1;AD8055ARZ;Analog Devices;Low Cost, 300MHz Voltage Feedback Amplifier;U108;;;;
135-0301;1;XC3SD1800A-4FGG676I;Xilinx;FPGA 1 800 000 portes, Famille Spartan 3A DSP;U109;;;;Pbf = XC3SD1800A-4FGG676I
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U110;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U111;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U112;;;;
140-0371;1;AD8130ARMZ;Analog Devices;Amplificateur différentiel haute vitesse;U113;;;;
140-0440;1;AD8066ARZ;Analog Devices;Double Op -145 MHz- FastFet;U114;;;;
140-0212;1;AD9762ARUZ;Analog Devices;12 Bit, 100MSPS+, TxDAC Compatible D/A Converter;U115;;;;
331-0232;1;LT1880CS5#PBF;Linear Technology;Ampli opérationel de précision;U116;;;;
285-0133;1;MAX4659EUA+;Maxim;Switch analogique SPDT;U117;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U118;;;;
315-0390;1;ADG408BRZ;Analog Devices;Multiplexeur Analogique 8 voies;U119;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U120;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U121;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U122;;;;
140-0291;1;AD9214BRSZ-65;Analog Devices;ADC 10 bits, 65 MSPS, 3.3V;U123;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U124;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U125;;;;
446-0965;1;74LCX541MTC_NL;Fairchild;Low volage octal buffer line driver (I/O 5V);U126;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U127;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U128;;;;
140-0450;1;AD8137YRZ;Analog Devices;Amplificateur différentiel haute vitesse Low power;U129;;;;
446-1060;1;SN74LVC1T45DBV;Texas Instruments;Buffer bidirectionnel;U130;;;;
331-0223;1;LT1112S8#PBF;Linear Technology;Double AOP de précision;U131;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U132;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U133;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U134;;;;
285-0134;1;MAX4648EUT+T;Maxim;Switch analogique SPST;U135;;;;
375-0250;1;CO4310-50.000-EXT;Raltron;Oscillateur CMS;Y1;50MHz;;100ppm;
370-0184;1;HCM49 12.000MABJ-UT;Citizen;Quartz;Y2;12MHz;;;
